"subjectkey","subjectkey_numeric","class","prob1","prob2","prob3","prob4","prob5"
"NDAR_INV65VTXZRA",2340,1,0.86122870747124,1.53397230180537e-12,0.0601498369341714,0.0786189912639486,2.46432910649197e-06
"NDAR_INV65X59CTR",2341,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV65ZT6M99",2342,4,0.000311467916833072,6.06256639723023e-10,0.336868918058853,0.440273877644593,0.222545735773465
"NDAR_INV660006Z5",2343,4,9.09116045886799e-05,2.00755239335609e-15,0.433410060802816,0.566450575074946,4.84525176465995e-05
"NDAR_INV665J58DF",2344,4,0.00121147925952859,6.51301337461575e-10,0.368684115620651,0.481857483952024,0.148246920516495
"NDAR_INV666M5VR8",2345,4,1.84895213773308e-05,1.63246412695205e-17,0.433462562571175,0.566512910903552,6.03700389624592e-06
"NDAR_INV66708YNC",2346,1,0.999997286669166,1.22516310168583e-10,1.17518179509562e-06,1.53612475934294e-06,1.90176339951193e-09
"NDAR_INV66ANGUXW",2347,4,5.55987816622266e-06,5.14685871650397e-14,0.433107230385916,0.566044091184188,0.000843118551679008
"NDAR_INV66B2RLDF",2348,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV66D8NKUD",2349,4,0.0346406847985854,8.21833629844766e-10,0.413337486246205,0.540233114483211,0.0117887136501642
"NDAR_INV66FXTFCD",2350,4,2.58837217427057e-06,2.1814207334043e-15,0.433043865803185,0.565954584637185,0.000998961187454067
"NDAR_INV66LWGDCB",2351,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV66PM75JX",2352,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV66R9F57P",2353,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV66TNJAWV",2354,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV66ULU7EK",2355,5,0.0224320880273772,0.0131691817223381,5.94936439758958e-05,7.77611169673771e-05,0.964261475489341
"NDAR_INV66W9RTUH",2356,4,0.000555594621213206,2.22839120169607e-13,0.433023839727478,0.565950602528248,0.000469963122838049
"NDAR_INV66XU9ULV",2357,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV670CPHWJ",2358,4,0.0001662990445136,2.80373490195356e-07,0.414433707912614,0.541641784868733,0.0437579278006495
"NDAR_INV671RCPHA",2359,5,0.00179916784482302,0.447432225442248,3.10003307918091e-07,4.05194047273858e-07,0.550767891515574
"NDAR_INV677ED18Z",2360,1,0.997651492173923,0.000263292015298958,2.29008507237566e-05,2.99335518510081e-05,0.00203238140820296
"NDAR_INV6790DE8Z",2361,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV679MKUFP",2362,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV67CCUNV4",2363,1,0.824664641520611,8.45611222736355e-11,0.0759713138578911,0.099297897462618,6.61470743190903e-05
"NDAR_INV67G76XVR",2364,4,0.000287870105990976,4.082112276657e-14,0.43320778127803,0.566186808899384,0.00031753971655371
"NDAR_INV67GRP56R",2365,4,2.94218819313021e-05,2.45162846872057e-17,0.433460597444274,0.56650811613145,1.86454234408644e-06
"NDAR_INV67J2H4Y1",2366,1,0.995865344877543,2.92700610095424e-09,0.00178205531669724,0.00232927601555583,2.33208631973788e-05
"NDAR_INV67JE45TU",2367,4,3.03384286485144e-05,1.34781461664874e-11,0.426205326363074,0.557027550881001,0.0167367843137975
"NDAR_INV67KWVPR7",2368,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV67LUTZ66",2369,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV67PGLMAX",2370,4,5.55987816622266e-06,5.14685871650397e-14,0.433107230385916,0.566044091184188,0.000843118551679008
"NDAR_INV67TUZJU7",2371,2,8.13571388962907e-05,0.999899006230995,3.66278704923924e-13,4.78779729064902e-13,1.96366292637789e-05
"NDAR_INV67W1B7DK",2372,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV683LRYEL",2373,4,0.0001662990445136,2.80373490195356e-07,0.414433707912614,0.541641784868733,0.0437579278006495
"NDAR_INV686DFAG4",2374,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV68DDW0WH",2375,4,3.84760012339026e-05,6.01427960663794e-10,0.358552451147956,0.468606338360982,0.172802733888401
"NDAR_INV68K18L17",2376,5,0.301628165182667,1.44115860265524e-06,0.137254339173689,0.179393717271804,0.381722337213236
"NDAR_INV68L0WZRB",2377,4,0.000621689308058125,1.55391038137904e-10,0.42065520842715,0.549775748875993,0.0289473532334085
"NDAR_INV68R3JMCF",2378,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV68TA7J93",2379,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV68UE7DYK",2380,4,8.19882328581504e-06,1.87429126244232e-17,0.43346595992868,0.56651386238946,1.19788585741722e-05
"NDAR_INV68V7T6T1",2381,4,0.00318058353391535,9.99865198711956e-15,0.432078292945415,0.564721478541185,1.96449794741841e-05
"NDAR_INV68WXH24G",2382,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV68YKYYY5",2383,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV68ZA6HHA",2384,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV692LVYC3",2385,4,0.000121312947543085,1.86498938994252e-12,0.432805547146505,0.565660594117382,0.00141254578670431
"NDAR_INV699886DJ",2386,4,0.000152811127928127,1.54674288214347e-13,0.433016028013512,0.565935205349901,0.000895955508503481
"NDAR_INV69EDG4B6",2387,4,0.0838759555324417,3.72736440429985e-10,0.394922348012555,0.516166203436298,0.00503549264596898
"NDAR_INV69FLDML4",2388,4,0.00432934374167334,1.6348248034759e-11,0.429748650749233,0.561673634118968,0.00424837137377711
"NDAR_INV69MBGCB3",2389,1,0.319501024304092,0.0162537573728428,0.153793152504707,0.201009298277065,0.309442767541293
"NDAR_INV69NJR4DR",2390,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV69UKEYVY",2391,4,0.0001662990445136,2.80373490195356e-07,0.414433707912614,0.541641784868733,0.0437579278006495
"NDAR_INV69W6GH2W",2392,1,0.992323315622255,1.70808278238981e-05,0.000636065304208213,0.000831381564128964,0.00619215668158403
"NDAR_INV69YP46W3",2393,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6A0Z6DN6",2394,4,9.4025766401492e-05,1.23831092625598e-17,0.433428747631179,0.566475693375556,1.53322686367016e-06
"NDAR_INV6A16UBJN",2395,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6A2D8DTU",2396,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6A3945TH",2397,4,0.00133146156192178,5.29218382201688e-12,0.431693259028174,0.564213365751317,0.00276191365329518
"NDAR_INV6A7ACK4N",2398,1,0.922673550959781,0.00050643020234422,0.000867357825317839,0.00113369501790469,0.0748189659946528
"NDAR_INV6A87F2YX",2399,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6ABHCVYT",2400,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6AC2J61C",2401,4,6.52222159988215e-05,3.1306323936876e-11,0.379923162345977,0.496537277525241,0.123474337881477
"NDAR_INV6AFA8GU6",2402,4,7.54957577624595e-06,5.86224684949e-15,0.433192710399701,0.566155457050006,0.00064428297451033
"NDAR_INV6AK4GUVM",2403,4,0.000294736763017851,1.55254209629913e-12,0.431225857594837,0.563594485795878,0.00488491984471438
"NDAR_INV6AP3YFJV",2404,4,0.000821907332844198,3.28660719094125e-16,0.433109109434504,0.566065083894056,3.89933859514685e-06
"NDAR_INV6AR47APF",2405,1,0.999971985261593,7.14896523083043e-08,1.12245565609761e-05,1.46717364961347e-05,2.0469556978176e-06
"NDAR_INV6AR8A46Z",2406,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6ARV4JZP",2407,4,6.48086438305433e-05,6.44680929999956e-15,0.433378609360142,0.566407363536473,0.000149218459548341
"NDAR_INV6AYFVDEM",2408,5,0.00036112172493883,3.22063327785144e-07,0.0122501064205559,0.016010637364148,0.971377812427029
"NDAR_INV6B3HFDAY",2409,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6BAW7VRX",2410,4,6.84237959256318e-05,3.00693021310375e-17,0.433439681667512,0.566488128626142,3.76591042096308e-06
"NDAR_INV6BB3VGEP",2411,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6BE95J7K",2412,4,0.000475960446042716,2.24468199648487e-11,0.425907804187148,0.556646881739444,0.016969353604918
"NDAR_INV6BN8ZZN1",2413,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6BVU3BDR",2414,4,0.000123312906586852,1.74226210229977e-14,0.433285708980992,0.56628560850832,0.000305369604083675
"NDAR_INV6BVVAY29",2415,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6BWXMYPY",2416,4,0.000150193597075124,7.90904743838024e-09,0.409255881834525,0.534879575605173,0.0557143410541803
"NDAR_INV6C8NRRP1",2417,4,8.31166611065709e-05,7.22937047727199e-12,0.431206213162412,0.563567966671803,0.00514270349744886
"NDAR_INV6CA2HNYJ",2418,4,4.16958587523247e-05,1.42181575733361e-17,0.43345228910145,0.566502972609864,3.04242993346842e-06
"NDAR_INV6CG6LPAT",2419,4,0.00318058353391535,9.99865198711956e-15,0.432078292945415,0.564721478541185,1.96449794741841e-05
"NDAR_INV6CG96F0T",2420,4,0.000253795818210351,2.26991563407913e-08,0.39748752397503,0.519500386942288,0.0827582705653152
"NDAR_INV6CKN3XJT",2421,4,7.63223311169004e-06,6.44519841046098e-15,0.433174233927112,0.566131299318713,0.000686834521056921
"NDAR_INV6CMPML77",2422,1,0.996935746163074,1.86687666850281e-06,0.000879971937052133,0.00115018977518772,0.00103222524801798
"NDAR_INV6CN3DP5L",2423,5,0.025099666835362,3.49886187165594e-06,0.0397844452041628,0.0519985650349761,0.883113824063627
"NDAR_INV6CNL0TLZ",2424,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6CUNP3EL",2425,4,5.55987816622266e-06,5.14685871650397e-14,0.433107230385916,0.566044091184188,0.000843118551679008
"NDAR_INV6CZ8A7P2",2426,2,1.15777976009194e-07,0.999679882321706,5.08655965610365e-14,6.64863698976861e-14,0.000320001900200314
"NDAR_INV6D02DABX",2427,4,0.000388645878158497,2.210054425927e-11,0.424918854650901,0.555353543445811,0.019338956003029
"NDAR_INV6D3TTBKJ",2428,1,0.612638689597639,0.00140692288420723,0.00156585772040268,0.00204666530447982,0.382341864493271
"NDAR_INV6D552CRB",2429,4,0.00497332317322974,8.29636724596046e-12,0.430654414885735,0.562860850565896,0.00151141136684266
"NDAR_INV6D9PKM7V",2430,5,0.215935574565513,0.156016358216082,2.9126255860979e-05,3.80701603793804e-05,0.627980870802165
"NDAR_INV6DC4XC3T",2431,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6DE6KC7V",2432,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6DHM0P01",2433,4,0.000148390050471368,1.4180880115014e-13,0.433034968397694,0.565959887845758,0.000856753705935302
"NDAR_INV6DKE68K2",2434,4,2.22230672240133e-05,4.80685187901095e-12,0.429284215865421,0.561050779839224,0.00964278122332369
"NDAR_INV6DLPUK1V",2435,2,0.0556626020369284,0.927338953505399,5.95068392789674e-08,7.77819559230902e-08,0.0169983071688779
"NDAR_INV6DWNWHUF",2436,4,5.03023364610814e-05,2.88470475870842e-12,0.431856510914428,0.564416316228758,0.00367687051746828
"NDAR_INV6DYLLUU6",2437,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6E5JG9U4",2438,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6E7NETJT",2439,4,5.55987816622266e-06,5.14685871650397e-14,0.433107230385916,0.566044091184188,0.000843118551679008
"NDAR_INV6E8NELFC",2440,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6EDUREMP",2441,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6EJF2KCZ",2442,2,0.257218503922096,0.735965719797738,5.53672503963157e-08,7.23716170196516e-08,0.00681564854129809
"NDAR_INV6ELMHVPX",2443,1,0.522606580337886,2.73945533150752e-05,0.0225404637203153,0.0294611307157291,0.425364430672754
"NDAR_INV6EPGL57G",2444,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6ETG2FLM",2445,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6ETG8KHZ",2446,1,0.811465735013194,2.09951928319821e-05,0.0136384058417899,0.0178259668420055,0.157048897110178
"NDAR_INV6EU13388",2447,4,3.96693164681748e-05,2.86990119615971e-15,0.433405107140159,0.566440415908645,0.000114807634724786
"NDAR_INV6EVBBMKN",2448,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6F1LPHLT",2449,5,7.24689796607701e-06,1.67614162572591e-05,1.9271956312825e-05,2.51881433308011e-05,0.999931531586133
"NDAR_INV6F2ZB4BH",2450,4,0.0001662990445136,2.80373490195356e-07,0.414433707912614,0.541641784868733,0.0437579278006495
"NDAR_INV6F6ZH8XT",2451,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6F8VJE7N",2452,4,0.000304439043989791,1.90665878335325e-14,0.433263617104468,0.566260467133114,0.000171476718409344
"NDAR_INV6FD78Z13",2453,5,2.03726624366262e-06,8.53960414492228e-09,0.00463313413247619,0.00605523953967605,0.989309580522
"NDAR_INV6FGUTK6K",2454,4,0.00660228684829654,5.05779349983459e-05,0.36816261627708,0.481178903046577,0.144005615893048
"NDAR_INV6FH1EZP6",2455,4,2.33943757141798e-05,9.99760714163801e-15,0.433276604812836,0.566269522762391,0.000430478049048981
"NDAR_INV6FJ7M4F7",2456,5,0.438895069696196,0.00249592871794273,0.00594134933692073,0.00776563263318983,0.544902019615751
"NDAR_INV6FTR88EC",2457,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6G091ALC",2458,4,0.000255369183369379,6.86591279807676e-13,0.433221592359705,0.56620562372068,0.000317414735558918
"NDAR_INV6G0MHGHA",2459,1,0.619813334286585,0.303866668030451,2.20557790611689e-05,2.88289307767338e-05,0.0762691129731268
"NDAR_INV6G618RT0",2460,5,0.000885244776491325,4.58665342585776e-07,0.0116325202537001,0.0152034994630963,0.97227827684137
"NDAR_INV6G63P8W4",2461,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
"NDAR_INV6G63TU7R",2462,4,0.00290882120630876,3.42115129268987e-12,0.431712682361651,0.564242268815582,0.00113622761303687
"NDAR_INV6G6L9NXY",2463,4,4.7666855331484e-06,5.35333940467125e-19,0.433472197621941,0.566521840230986,1.19546154035242e-06
"NDAR_INV6G8X0EP0",2464,4,0.00135855363793556,1.23363592255942e-11,0.429477912721039,0.561315139983187,0.00784839364550286
"NDAR_INV6GBF9WDD",2465,4,6.48086438305433e-05,6.44680929999956e-15,0.433378609360142,0.566407363536473,0.000149218459548341
"NDAR_INV6GLTPT5T",2466,4,7.54957577624595e-06,5.86224684949e-15,0.433192710399701,0.566155457050006,0.00064428297451033
"NDAR_INV6GMHV73C",2467,4,0.00319996826670385,4.00473394229178e-12,0.431560687119013,0.564043919888335,0.00119542472194292
"NDAR_INV6GNKZJJN",2468,2,1.87684512673889e-05,0.996576738573142,1.72754469680608e-11,2.25806353372779e-11,0.00340449293573414
"NDAR_INV6H4LKF9P",2469,4,4.62408939377797e-06,8.29692065713324e-17,0.433457271263093,0.566501677417837,3.64272296758305e-05
